name_song,lyric,label
Thức giấc,đường quen ta vô tình nụ cười quẩn quanh giấc mơ ánh đèn ta khung hình bình yên cất giấu đời bao tiếc nuối tình yêu quên đi yếu đuối lặng giọt sương rơi lạc màu u tối tình yêu mộng mơ thức giấc giường giấc mơ tàn nhạc tắt phim kia dừng tiếng mưa rơi thềm ngước mắt lặng chờ đợi mãi no no no baby let me know no no no baby let me know xảy chia đôi mơ thực kia đợi chờ hạt mưa rơi hiên vỡ tan ký ức lỡ sao nỡ quên vội vàng đêm đêm định lặng im lặng im thể trói buộc bầu trời sâu sống mơ ước chẳng bao tất chẳng hồi kết câu tạm biệt chẳng sao thức giấc giường giấc mơ tàn nhạc tắt phim kia dừng tiếng mưa rơi thềm ngước mắt lặng chờ đợi mãi no no no baby let me know no no no baby let me know lênh đênh ranh giới thực giật tỉnh giấc trống đơn hay mơ tiếp giấc mơ chẳng thành nhặt nhạnh chút hơi ấm thức giấc thở đánh thức nỗi đau phép màu níu trở hình bóng sao mơ hay thực ah it feels real mong dừng hiện liệu ngần ngại thả ngã chìm đắm đôi vai hay dậy tỉnh giấc nỗi đau quên kỹ ghi giấc mơ liệu ta vòng chẳng hề nhắm mắt đi sâu mai thức giấc hay mãi mơ đoạn phim lặp đi lặp đầu sao thoát mau thức giấc giường giấc mơ tàn nhạc tắt phim kia dừng tiếng mưa rơi thềm ngước mắt lặng chờ đợi mãi thức giấc giường giấc mơ tàn nhạc tắt phim kia dừng tiếng mưa rơi thềm ngước mắt lặng chờ đợi mãi no no no baby let me know no no no baby let me know bao tiếc nuối tình yêu quên đi yếu đuối lặng giọt sương rơi lạc màu u tối tình yêu mộng mơ,vui
Gà Trống Thổi Kèn,gà trống đứng ngóng cổ tò tí te thổi kèn rất hay mặt trời tỉnh giấc vươn vai vén màn đỏ ngó thổi kèn gà trống đứng ngóng cổ tò tí te thổi kèn rất hay tò tí te tò tí te thổi nắng,vui
ngày mùa vui,đồng lúa chín thơm chim hót vườn nô nức đường vui thay bõ công bao mong chờ hội mùa rộn ràng quê hương ấm no chan hòa yêu thương mùa rộn ràng vui vui nhịp nhàng chân vang ngân tiếng reo cười gánh lúa sân phơi nắng tươi màu thóc vàng hội mùa rộn ràng quê hương ấm no chan hòa yêu thương mùa rộn ràng vui vui,vui
0 (Instrumental .),t n no matter how that i try still feeling like falling behind but why i m tired no matter how that i try striving hard just to be nice you tell me what is wrong b o k e h đuổi ước mơ đường chẳng hề trông chờ bè thành công sao chạnh cố gắng bao tim thúc sẵn sàng tất dốc bao nhiêu công sức vất vả nhức nhối mẹ dạo sao nỗi đau chẳng thể khoe khóc đi sinh sao tươi cười buồn bã sai động viên sao sống cảm xúc sẵn tế bào tiếng gào thét giúp tâm hồn thản quan tâm thân chẳng hối hận điên sao sợ kia nỗi sợ bình yên t n pressure makes me level up tell me yeah that i m the one look at me and yell at me no i ain t scared of you no more i m just gonna my thing you hate me for no reason but i pretend that we are still allies and i should have won the battle you re acting like a rattle i want peace please blu na quan tâm cảm xúc nỗi đau mau quên hàng đêm thâu đau nỗi buồn đời vui thu chôn vùi hy vọng hạt mầm chớm dối thân giới hạn đứng giới hạn sợ đi trớn sao nỗi sợ đẹp bao nỗi sợ đơn giới chuộng ước ao nỗi sợ yêu nỗi sợ ghét nỗi sợ chôn vùi thân lớp mặt nạ bình tĩnh đứa trẻ khát khao tình yêu cố trông mong thả nỗi sợ bầu trời trẻo thuở đầu đời t n i ve had fear in my life for how long oh too long gotta go gotta what i love let s go man let s make it on top be one of the best endeavor and wait for the drop oh that s the day when i woke up and walked next to the door a step on the floor knocked up and asking for more nobody answered i made up my mind changing my life standing by line too boring bye i will be fine t n pressure makes me level up tell me yeah that i m the one look at me and yell at me no i ain t scared of you no more i m just gonna my thing you hate me for no reason but i pretend that we are still allies and i should have won the battle you re acting like a rattle i want peace please t n no matter how that i try still feeling like falling behind but why i m tired no matter how that i try striving hard just to be nice you tell me what is wrong,vui
một ngày chẳng nắng,chẳng nắng chẳng mưa chẳng chút tai phone thầm voi lầm lì đôn ohhh xửa xưa voi voi voi ngà voi khóc lóc bảo xuân hạ đông xuân xuân xuân hạ đông voi voi dần chẳng sao chân bé tí teo chẳng sao voi rất buồn bè thèm sông thèm lội voi ta buồn nát mong ước sao hoa ngát hương chẳng nắng chẳng mưa chẳng chút tai phone thầm voi lầm lì đôn ohhh xửa xưa chẳng nắng chẳng mưa chẳng chút tai phone thầm voi lầm lì đôn ohhh xửa xưa hổ ranh mãnh uống cảnh lưu manh thỏ lắm sống kia đồi kia đồi xanh xanh voi sao trông suy đi hội hội phe voi giây suy ok hội đi hát vang ca trời đầu hất nghênh ngang đôi voi buồn hổ đi thỏ đi mau hát vang ca trời đầu hất nghênh ngang đôi voi buồn hổ đi thỏ đi mau ta ta cánh đồng cánh diều bất tận voi voi ta tiếng khóc than khóc than khóc than voi rùa bé xinh rất xinh nhiên hơi buồn đi hơi chậm hát vang ca trời đầu hất nghênh ngang đôi đuôi vắt vai rùa hổ đi thỏ đi mau hát vang ca trời đầu hất nghênh ngang đôi đuôi vắt vai rùa hổ đi thỏ đi mau chẳng nắng chẳng mưa chẳng chút tai phone thầm voi lầm lì đôn ohhh xửa xưa chẳng nắng chẳng mưa chẳng chút tai phone thầm voi lầm lì đôn ohhh xửa xưa,vui
Bé Hát Cho Vui Cửa Vui Nhà,bé hát vui cửa vui bé hát má nè ca sĩ tí hon vui sướng tiếng ca hòa vang nhạc rộn rã hát mẹ trọn niềm vui bé vang tiếng ca rộn ràng bay bé hát vui cửa vui thánh thót ngân nga đàn ca sĩ tí hon ngoan vui sướng bao niềm ước mơ,vui
hãy vui lên bạn ơi,vui thời gian chẳng ta cười yêu đương chẳng dư giây phút vui sao cười vui mai lắm cười tương lai thương sao cười đời chẳng bao sao ta mãi u sầu mỉm cười tất nhiên ta đời tươi vui đời đắng cay tình nửa vời tim chán chê cố vui sao cười,vui
Tết Bật Nóc Nhà,video game tiệm net kia khai trường ngõ cháy chẳng trời đắng học chạy vô mẹ bắt thi đòn no shhh hôm team comeback yeah yeah hướng chật thằng tạt mắc nhâu miệng mèo mọng mày lo đi học xong trốn vô gàn mày to alo phút vô trận nghĩa đi bờ yêu mẹ bao xua bao mẹ hiền hậu tình thương đừng suối đừng suý yêu mẹ mẹ nốt phán may văn h chiều tan sở gặm xong ổ bánh mì dở hẹn tối solo cạt boss đàn thang thở tình nhắn mê game mê hơi mệt ngủ nhá ngủ ngon nè mua mua mua ok boss đi ngủ slot dịch vụ copy lobby chiến ải pvp khoan quen quen avatar game game chết văn mẫu hồi nãy gọi thua boss vàng chân vai phút nhân tha chút đánh boss xùng thông báo văng tùm lum sao thoát vòng khó lẽ đành mút bây phút oh xóa đi đập phá đi yeah lát vật thông báo bao trăm online sao nhắn trời chẳng game game xá mai khoe sáp tết tết tết tết tết tết lạp gác chân cầm chuột sướng âm vòng bếp đi bàn mau game game game alo phút vô trận nghĩa đi bờ yêu bao ru bao vợ hiền tình thương đừng suối yêu vợ vợ nốt phát xong hơi mê game chuyến hữu thân nguyện chiếm hữu mê game mê khó mê trọn đời yêu vợ bao dùa vợ hiền tình thương đừng suối yêu vợ vợ nốt ván xong boss tui boss tui boss vui boss vui game chiến tết vui boss tui boss tui boss vui boss vui game chiến tết vui boss tui boss tui boss vui boss vui game tết vui boss vui boss vui boss vui boss vui game tết vui,vui
Những Ước Mơ,nắm chặt bàn ca hát ngàn mây mặt trời đỏ tươi tỏa ta ngàn sao xanh ước vọng trời ta nhắn vầng trăng mời hằng dệt bao mộng vàng xanh xanh thắm trái bóng xanh bay ta nắm chặt tình thân cháy tim ôi sao vui chân vòng đời thiết tha ta biến thành mây bay vòng giới thỏa ước mơ nắm chặt bàn ca hát ngàn mây mặt trời đỏ tươi tỏa ta ngàn sao xanh ước vọng trời ta nhắn vầng trăng mời hằng dệt bao mộng vàng xanh xanh thắm trái bóng xanh bay ta nắm chặt tình thân cháy tim ta mong gian chẳng chiến tranh khu phố mọc ta ngàn sao,vui
Xuân bên em,mùa xuân dịu êm mùa xuân nụ cười muôn sắc hoa cười mùa xuân tuyệt vời xuân mùa xuân mơn man câu hát mùa xuân bao nụ cười lộc xuân hân hoan chào nắng rộn vang chim kêu khắp trời đi dạo phố vui xuân nắng ngập tràn đôi môi hoa đào thắm bừng nắng xuân ngời đi ta vui vang câu ca điệu nhạc tim nồng say khao khát mùa xuân ta bao ước mơ gọi ánh mắt mùa xuân hòa nắng mơn man chồi non tia nắng đi đón xuân mùa xuân hát tình yêu hòa nắng xuân đi phố quen xuân rạng ngời muôn sắc hoa ngập tràn niềm vui môi xinh cười lộc non cánh hoa vàng hương mai đón âm nhạc vang khao khát hương xuân quanh mùa xuân an lành muôn màu tình yêu mãi xanh mong ước bao xuân xuân,vui
Khúc Giao Mùa,cầm giao thừa đón xuân tình yêu trái đất ta bao ánh mắt hân hoan bao niềm yêu thương đời say hạnh phúc đôi môi ngỡ cánh đào hát giai điệu tình yêu ta đi đón xuân hồn hòa đất trời nâng ly chúc hạnh phúc đời mãi thắm tươi cầm giao thừa đón xuân tình yêu trái đất ta bao ánh mắt hân hoan bao niềm yêu thương đời say hạnh phúc đôi môi ngỡ cánh đào hát giai điệu tình yêu ta đi đón xuân hồn hòa đất trời nâng ly chúc hạnh phúc chào mừng mùa xuân đêm đêm ngàn đêm ngàn hoa kia phôi phai tình bao nhiêu nỗi vương cầm đôi say đắm hạnh phúc mãi say hạnh phúc đôi môi ngỡ cánh đào hát giai điệu tình yêu ta đi đón xuân hồn hòa đất trời nâng ly chúc hạnh phúc đời mãi thắm tươi ta đi đón xuân hồn hòa đất trời nâng ly chúc hạnh phúc đời mãi thắm tươi,vui
vietnamese girl,tam tòng tứ đức ta cứu bàn chân ta việt nam tà áo tung bay ngắm kĩ tao sắc son hay mấy thằng hater tao giặc đàn tao đánh nha kim cương lấp lánh hằng mong đi gánh hằng rong bao nhiêu cân lưng gánh phân chia biến đi tao đánh chết bắc trung nam tao lũ mày xong liệu chột nhún nhảy disco rap game định kiến cản đường quyết định tiến thành công xứng cố gắng trời chứng giám hào cản đường lướt lướt sướt mướt hào tiến đứng ngang hàng vị vua xứng hào cản đường lướt lướt sướt mướt hào tiến đứng ngang hàng vị vua xứng nhún nhảy disco,vui
Lối Về Xóm Nhỏ,thôn xưa ta hát khúc hoan ca hương lúa tình quê đậm đà rào rạt bao niềm thương mái lá bờ dâu xanh gái hát êm êm tầm mai chín gởi dâng mẹ hiền già hơi ấm chiều chiều hôm trời nghiêng nắng xế đầu non nắng làng thôn đôi má ròn lúa mắt già tươi chờ mong tiếng hò lái cửu long mơ mai lúa chiều hôm gót phiêu du thôn xóm vui mùa đường thôn quyện chân nhánh lúa vầng trăng nghiêng soi mái tóc thơ gái to vui trò đường thôn niềm vui dâng,vui
Chiếc Khăn Piêu,tiếng vang rừng núi sao nhắn gió khăn đợi chim cúc cu kìa hát câu nàng rừng rừng kiếm rừng khăn piêu khăn piêu chiêc khăn piêu thêu hồng gió bay chiêc khăn piêu thêu hồng theogió bay vương astri nhặt khăn đẹp đừng rừng lạc rừng nát hoa rừng khăn piêu thắm thiết duyên khăn nối duyên thời chờ,vui
Tết Đi Em Ơi,tết sao chìm đắm câu hát giai điệu viết xong mẹ trông ngóng chờ hoài thằng chẳng hồi chuông vang tết đi êi rượu gà móng ngong xơi quên đi bao muộn phiền thề quên đi bao buồn tết đi êi chén vơi mùi hương bánh chưng gói xong gọi mời tết tết tết tết tết mẹ book vé sắm đồ lẹ nha chờ đợi chờ đợi chờ đợi tết tây chẳng tết ta bridge tết mặc kệ tốn kém hay xôi dọn đồ mau mau mai muộn thề mẹ buồn tết nha chén hem ta mùi hương bánh chưng sao thèm tết tết tết tết,vui
Tết Đến Thật Rồi,hôm dường ánh nắng đẹp bao gió tình yêu phấp phới tết muôn hoa khoe sắc thắm mai đào lan cúc hồng xếp áo mai quê chuyến tàu kìa kia bao nhiêu nô nức tiếng trống múa lân tưng bừng đêm nấu bánh chưng hoà khí sao vui mừng mẹ dọn dẹp cửa ngăn nắp mong khứa tấp nập giới thay áo vui xuân khắp đi mái mẹ ô kìa tết tết tết tết tết muôn đời mãi tết tết non tết quê hương kìa kia bao nhiêu nô nức tiếng trống múa lân tưng bừng đêm nấu bánh chưng hoà khí sao vui mừng mẹ dọn dẹp cửa ngăn nắp mong khứa tấp nập giới thay áo vui xuân khắp đi mái mẹ ô kìa tết tết tết tết tết muôn đời mãi tết tết non tết quê hương tết tết đi mái mẹ ô kìa tết tết tết tết tết muôn đời mãi tết tết non tết quê hương tết tết tết tết hoà vui tết tết tết tết tết muôn đời mãi tết tết non tết quê hương tết tết,vui
Tự Nhiên Cái Tết,phố đường xôn xao đông vui xập xình xuân xuân nhiên chân run chen mua vé xe quê hương tết hổng thể nổi lo tiền nhiên tết chong chóng mấy đồng trời ta đi mua sắm ta nắm đêm đi cày ta khoe nghỉ tết ta mong tết sợ chết trời trời mua hoa mua pháo quê kịp táo chẳng hứa đón giao thừa ta thong dong dư sống nợ đống trời hông ố ô ố ô ô ô vô duyên yên nhiên tết ố ô ố ô ô ô vô duyên yên nhiên tết mặc quần đầu tuột quần tết ưỡn ngực xăm mẹ thích tết tết mẹ mệt tết say tết đoàn tụ sao phương mắt cay cay lo mua quà cáp kịp tết đi thăm lo đi coi bói kịp cưới mong ngóng mong tết đi nợ đống đường trốn ố ô ố ô ô ô vô duyên yên nhiên tết ố ô ố ô ô ô vô duyên yên nhiên tết ta đi mua sắm ta nắm đêm đi cày ta khoe nghỉ tết ta mong tết sợ chết trời trời mua hoa mua pháo quê kịp táo chẳng hứa đón giao thừa ta thong dong dư sống nợ đống trời hông ố ô ố ô ô ô vô duyên yên nhiên tết ố ô ố ô ô ô vô duyên yên nhiên tết mặc quần đầu tuột quần tết ưỡn ngực xăm mẹ thích tết tết mẹ mệt tết say tết đoàn tụ sao phương mắt cay cay,vui
